,Primary Instructor,Course Title,Number,YearTerm,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Course,ACP,CS,HUM,NAT,QR,SBS
571,"Robb, Anna E",Principles Bus Comm,250.0,2019-fa,0.0,7.0,8.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,BTW 250,ACP,,,,,
572,"Roche, Daniel",Principles Bus Comm,250.0,2019-fa,0.0,6.0,6.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BTW 250,ACP,,,,,
573,"Goldshtein, Maria",Intro to Language Science,100.0,2019-fa,0.0,7.0,1.0,6.0,7.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,LING 100,,,,,,SS
574,"Graham, Lindsey R",Intro to Language Science,100.0,2019-fa,8.0,25.0,5.0,7.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,LING 100,,,,,,SS
575,"Shi, Shuju",Intro to Language Science,100.0,2019-fa,4.0,10.0,3.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,LING 100,,,,,,SS
576,"Goodman, Matthew D",Materials in Today's World,101.0,2018-fa,3.0,23.0,13.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,MSE 101,,,,PS,,
577,"Goodman, Matthew D",Materials in Today's World,101.0,2019-fa,9.0,20.0,3.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,MSE 101,,,,PS,,
578,"Green, Jeffrey J",Elements of Syntax,301.0,2018-fa,6.0,9.0,2.0,7.0,4.0,4.0,2.0,1.0,1.0,4.0,1.0,0.0,5.0,0.0,LING 301,ACP,,,,,
579,"Green, Jeffrey J","Language, Mind, and Brain",225.0,2019-fa,12.0,4.0,4.0,4.0,4.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,LING 225,,,,,,BSC
580,"Greenfield, Anita K",Language in Globalization,111.0,2018-fa,28.0,29.0,16.0,7.0,9.0,2.0,3.0,6.0,1.0,1.0,2.0,1.0,5.0,0.0,LING 111,,NW,,,,
581,"Greppi, Teresa M",The Politics of Fashion,275.0,2019-fa,2.0,7.0,6.0,5.0,10.0,4.0,2.0,4.0,1.0,0.0,0.0,2.0,2.0,1.0,AAS 275,,US,,,,
582,"Greppi, Teresa M",The Politics of Fashion,275.0,2019-fa,2.0,7.0,6.0,5.0,10.0,4.0,2.0,4.0,1.0,0.0,0.0,2.0,2.0,1.0,GWS 275,,US,,,,
583,"Grogan, Erin E",The Politics of Fashion,275.0,2019-fa,1.0,9.0,4.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,AAS 275,,US,,,,
584,"Grogan, Erin E",The Politics of Fashion,275.0,2019-fa,1.0,9.0,4.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,GWS 275,,US,,,,
585,"Grohens, Joseph",Principles Tech Comm,261.0,2018-fa,0.0,30.0,6.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BTW 261,ACP,,,,,
586,"Hechler, William D",Principles Tech Comm,261.0,2018-fa,2.0,10.0,2.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,BTW 261,ACP,,,,,
587,"Grohens, Joseph",Principles Tech Comm,261.0,2019-fa,0.0,10.0,21.0,6.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,BTW 261,ACP,,,,,
588,"Hechler, William D",Principles Tech Comm,261.0,2019-fa,0.0,14.0,2.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,BTW 261,ACP,,,,,
589,"Grossman, Nicholas",Intro to Intl Relations,280.0,2018-fa,0.0,53.0,7.0,17.0,10.0,6.0,7.0,3.0,3.0,0.0,4.0,0.0,3.0,0.0,PS 280,,,,,,SS
590,"Grossman, Nicholas",Intro to Intl Relations,280.0,2019-fa,0.0,27.0,22.0,12.0,19.0,11.0,4.0,4.0,2.0,0.0,1.0,0.0,5.0,0.0,PS 280,,,,,,SS
591,"Groundwater, Evin S",Adv Rhetoric & Composition,233.0,2019-fa,6.0,1.0,5.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,RHET 233,ACP,,,,,
592,"Kranek, Allison A",Adv Rhetoric & Composition,233.0,2019-fa,2.0,16.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RHET 233,ACP,,,,,
593,"Ware, Ryan M",Adv Rhetoric & Composition,233.0,2019-fa,1.0,18.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RHET 233,ACP,,,,,
594,"Gunasekera, Mutha Merenna",General Chemistry I,102.0,2018-fa,10.0,33.0,32.0,75.0,60.0,36.0,92.0,47.0,45.0,19.0,13.0,8.0,27.0,9.0,CHEM 102,,,,PS,,
595,"Huang, Tina H",General Chemistry I,102.0,2018-fa,2.0,49.0,70.0,90.0,103.0,77.0,86.0,74.0,86.0,34.0,51.0,20.0,21.0,9.0,CHEM 102,,,,PS,,
596,"Hummel, Thomas J",General Chemistry I,102.0,2018-fa,12.0,57.0,25.0,46.0,67.0,73.0,59.0,69.0,41.0,14.0,12.0,7.0,19.0,5.0,CHEM 102,,,,PS,,
597,"Gundersen, Lisa C",Agr Cons and Resource Econ,100.0,2018-fa,8.0,22.0,19.0,27.0,19.0,12.0,9.0,12.0,7.0,1.0,2.0,2.0,4.0,0.0,ACE 100,,,,,,SS
598,"Gundersen, Lisa C",Agr Cons and Resource Econ,100.0,2019-fa,5.0,22.0,26.0,16.0,29.0,7.0,8.0,10.0,3.0,1.0,1.0,4.0,3.0,0.0,ACE 100,,,,,,SS
599,"Gundersen, Lisa C",Applied Statistical Methods,261.0,2018-fa,28.0,17.0,10.0,13.0,9.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,ACE 261,,,,,QR1,
600,"Gundersen, Lisa C",Applied Statistical Methods,261.0,2019-fa,44.0,5.0,7.0,2.0,10.0,2.0,1.0,5.0,1.0,0.0,1.0,1.0,1.0,0.0,ACE 261,,,,,QR1,
601,"Guntzviller, Lisa",Intro to Interpersonal Comm,230.0,2018-fa,20.0,40.0,40.0,28.0,39.0,16.0,12.0,13.0,1.0,5.0,1.0,2.0,13.0,0.0,CMN 230,,,,,,SS
602,"Guo, Xiaoli",Intro to Comp Politics,240.0,2019-fa,0.0,8.0,2.0,2.0,2.0,5.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,PS 240,,,,,,SS
603,"Hagedorn, Olivia M",US History Since 1877,172.0,2019-fa,3.0,2.0,5.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,HIST 172,,US,HP,,,
604,"Toller-Clark, Ian",US History Since 1877,172.0,2019-fa,0.0,1.0,7.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,HIST 172,,US,HP,,,
605,"Han, Xiaolong",A Mathematical World,181.0,2019-fa,5.0,3.0,3.0,3.0,2.0,2.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,MATH 181,,,,,QR1,
606,"Han, Xiaolong",Ideas in Geometry,119.0,2018-fa,7.0,2.0,2.0,5.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,MATH 119,,,,,QR1,
607,"Harmon-Threatt, Alexandra",Environmental Biology,105.0,2019-fa,0.0,23.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,IB 105,,,,LS,,
608,"Punyasena, Surangi W",Environmental Biology,105.0,2019-fa,65.0,33.0,18.0,13.0,11.0,7.0,5.0,5.0,5.0,1.0,4.0,3.0,11.0,1.0,IB 105,,,,LS,,
609,"Harris, Albert F",Intro Computing: Non-Tech,105.0,2018-fa,124.0,95.0,66.0,56.0,46.0,31.0,25.0,24.0,12.0,0.0,14.0,0.0,7.0,7.0,CS 105,,,,,QR1,
610,"Harris, Albert F",Intro Computing: Non-Tech,105.0,2019-fa,86.0,134.0,87.0,67.0,72.0,32.0,26.0,37.0,14.0,12.0,10.0,10.0,14.0,4.0,CS 105,,,,,QR1,
611,"Harshman, Matthew J",The Automobile,164.0,2018-fa,1.0,16.0,4.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,HIST 164,,WCC,HP,,,
612,"Hassan, Wail S",Global Consciousness and Lit,114.0,2019-fa,39.0,15.0,4.0,1.0,4.0,6.0,2.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,CWL 114,,NW,LA,,,
613,"Hassinger, Amy",Intro to Creative Writing,100.0,2018-fa,1.0,14.0,4.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CW 100,,,LA,,,
614,"Hurley, Michael J",Intro to Creative Writing,100.0,2018-fa,0.0,17.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CW 100,,,LA,,,
615,"Haugen, Matthew B",Sport & Modern Society,249.0,2018-fa,441.0,142.0,45.0,18.0,16.0,11.0,6.0,5.0,1.0,0.0,3.0,3.0,18.0,1.0,KIN 249,,,,,,SS
616,"Shelley, Susan",Sport & Modern Society,249.0,2018-fa,0.0,22.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,KIN 249,,,,,,SS
617,"Haugen, Matthew B",Sport & Modern Society,249.0,2019-fa,430.0,210.0,77.0,30.0,34.0,17.0,13.0,5.0,4.0,2.0,3.0,3.0,15.0,1.0,KIN 249,,,,,,SS
618,"Heil, Michele A",Death & Dying,240.0,2018-fa,3.0,13.0,7.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOCW 240,,,,,,SS
619,"Manselle, Tonya L",Death & Dying,186.0,2018-fa,0.0,7.0,0.0,3.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,SOCW 240,,,,,,SS
620,"Hensley, Ian M",Introduction to Philosophy,101.0,2019-fa,0.0,3.0,25.0,34.0,23.0,14.0,6.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,PHIL 101,,,HP,,,
621,"Hillmer, Philip M",Ethics and Engineering,316.0,2018-fa,0.0,33.0,12.0,8.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ECE 316,ACP,,HP,,,
622,"Hillmer, Philip M",Ethics and Engineering,316.0,2018-fa,0.0,33.0,12.0,8.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHIL 316,ACP,,HP,,,
623,"Hillmer, Philip M",Ethics and Engineering,316.0,2019-fa,5.0,19.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ECE 316,ACP,,HP,,,
624,"Hillmer, Philip M",Ethics and Engineering,316.0,2019-fa,5.0,19.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHIL 316,ACP,,HP,,,
625,"Hodges, Reuven M",Basic Discrete Mathematics,213.0,2019-fa,5.0,12.0,9.0,6.0,8.0,3.0,1.0,5.0,3.0,4.0,2.0,0.0,4.0,0.0,MATH 213,,,,,QR2,
626,"Samperton, Eric G",Basic Discrete Mathematics,213.0,2019-fa,1.0,7.0,2.0,6.0,7.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,MATH 213,,,,,QR2,
627,"Hoefig, Verena J",Viking Sagas in Translation,252.0,2018-fa,0.0,19.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CWL 252,,WCC,LA,,,
628,"Hoefig, Verena J",Viking Sagas in Translation,252.0,2018-fa,0.0,19.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MDVL 252,,WCC,LA,,,
629,"Hoefig, Verena J",Viking Sagas in Translation,252.0,2018-fa,0.0,19.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCAN 252,,WCC,LA,,,
630,"Hoffmeister, April M",Theory of Arithmetic,103.0,2018-fa,3.0,27.0,6.0,4.0,25.0,2.0,1.0,10.0,2.0,0.0,1.0,0.0,1.0,0.0,MATH 103,,,,,QR1,
631,"Holder, Gilbert",University Physics: Elec & Mag,212.0,2018-fa,63.0,55.0,34.0,35.0,27.0,35.0,36.0,43.0,27.0,21.0,15.0,10.0,5.0,0.0,PHYS 212,,,,PS,QR2,
632,"Stelzer, Timothy J",University Physics: Elec & Mag,212.0,2018-fa,79.0,72.0,47.0,60.0,41.0,67.0,54.0,57.0,40.0,22.0,17.0,23.0,3.0,1.0,PHYS 212,,,,PS,QR2,
633,"Hossain, Md Alamgir",Intro to Fiction-ACP,109.0,2019-fa,0.0,11.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,ENGL 109,ACP,,LA,,,
634,"Matresse, Elizabeth M",Intro to Fiction-ACP,109.0,2019-fa,3.0,13.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ENGL 109,ACP,,LA,,,
635,"Hualde, Jose I",Language History,210.0,2018-fa,0.0,31.0,1.0,2.0,4.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,LING 210,,,HP,,,
636,"Hualde, Jose I",Language History,210.0,2019-fa,5.0,18.0,5.0,2.0,10.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,LING 210,,,HP,,,
637,"Huff, Billy",Social Movement Communication,250.0,2019-fa,40.0,8.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,CMN 250,,US,,,,
638,"Izaguirre, Jose G",Social Movement Communication,250.0,2019-fa,0.0,10.0,4.0,1.0,3.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,CMN 250,,US,,,,
639,"Hughes, Cris E",Forensic Science,246.0,2018-fa,24.0,316.0,40.0,31.0,56.0,8.0,10.0,14.0,3.0,0.0,4.0,1.0,10.0,2.0,ANTH 246,,,,LS,,
640,"Hughes, Cris E",Forensic Science,246.0,2019-fa,67.0,452.0,43.0,53.0,54.0,16.0,16.0,20.0,4.0,5.0,3.0,0.0,24.0,2.0,ANTH 246,,,,LS,,
641,"Hughes, Robert",Intro to Family Studies,120.0,2018-fa,1.0,86.0,0.0,0.0,14.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,HDFS 120,,,,,,SS
642,"Kramer, Karen",Intro to Family Studies,120.0,2018-fa,0.0,13.0,12.0,13.0,8.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,HDFS 120,,,,,,SS
643,"Hughes, Robert",Intro to Family Studies,120.0,2019-fa,0.0,59.0,1.0,1.0,38.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,HDFS 120,,,,,,SS
644,"Kramer, Karen",Intro to Family Studies,120.0,2019-fa,0.0,8.0,8.0,18.0,11.0,6.0,6.0,4.0,3.0,1.0,0.0,1.0,2.0,0.0,HDFS 120,,,,,,SS
645,"Hunt, Irvin J",Black Literature in America,105.0,2019-fa,5.0,11.0,6.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,AFRO 105,,US,LA,,,
646,"Hunt, Irvin J",Black Literature in America,105.0,2019-fa,5.0,11.0,6.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,ENGL 150,,US,LA,,,
647,"Huq, Efadul",Social Inequality and Planning,260.0,2018-fa,13.0,4.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,UP 260,,,,,,SS
648,"Hwang, Ji Hyea",Lit of Asia & Africa I,189.0,2018-fa,14.0,8.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CWL 189,,NW,LA,,,
649,"Ionin, Tania","Language, Mind, and Brain",225.0,2018-fa,9.0,4.0,5.0,6.0,8.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,LING 225,,,,,,BSC
650,"Irwin, David E",Intro Experimental Psych,103.0,2018-fa,0.0,19.0,0.0,0.0,24.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,3.0,0.0,PSYC 103,,,,,,BSC
651,"Ito, Koji",20thC World from Midcentury,259.0,2019-fa,12.0,7.0,11.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,HIST 259,,WCC,HP,,,
652,"Ivanov, Sergei V",Basic Discrete Mathematics,213.0,2018-fa,1.0,25.0,1.0,0.0,15.0,3.0,3.0,5.0,2.0,0.0,5.0,0.0,2.0,0.0,MATH 213,,,,,QR2,
653,"Motakis, Pavlos",Basic Discrete Mathematics,213.0,2018-fa,0.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,MATH 213,,,,,QR2,
654,"Jackson, Sally A",Comm Technology & Society,280.0,2018-fa,2.0,11.0,3.0,6.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,CMN 280,,,,,,SS
655,"Jackson, Sally A",Comm Technology & Society,280.0,2019-fa,0.0,11.0,3.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,CMN 280,,,,,,SS
656,"Jaimes, Marco",Western Civ Since 1660,142.0,2018-fa,0.0,15.0,6.0,13.0,7.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,HIST 142,,WCC,HP,,,
657,"Jefferson, Brian J",Geographies of Global Conflict,221.0,2019-fa,0.0,31.0,13.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GEOG 221,,,,,,SS
658,"Jefferson, Brian J",Geographies of Global Conflict,221.0,2019-fa,0.0,31.0,13.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GLBL 221,,,,,,SS
659,"Jefferson, Brian J",The Digital Earth,105.0,2018-fa,0.0,49.0,14.0,5.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,GEOG 105,,,,,,SS
660,"Jelinek, Petra",Biology of Human Behavior,143.0,2018-fa,558.0,176.0,86.0,34.0,88.0,40.0,24.0,40.0,18.0,8.0,4.0,8.0,48.0,4.0,ANTH 143,,,,LS,,
661,"Jelinek, Petra",Biology of Human Behavior,143.0,2018-fa,558.0,176.0,86.0,34.0,88.0,40.0,24.0,40.0,18.0,8.0,4.0,8.0,48.0,4.0,HDFS 143,,,,LS,,
662,"Jelinek, Petra",Biology of Human Behavior,143.0,2019-fa,175.0,355.0,94.0,76.0,111.0,28.0,17.0,24.0,23.0,8.0,10.0,2.0,38.0,2.0,ANTH 143,,,,LS,,
663,"Jelinek, Petra",Biology of Human Behavior,143.0,2019-fa,175.0,355.0,94.0,76.0,111.0,28.0,17.0,24.0,23.0,8.0,10.0,2.0,38.0,2.0,HDFS 143,,,,LS,,
664,"Jenkins, Robert J",Grimm's Fairy Tales in Context,251.0,2018-fa,2.0,6.0,12.0,5.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,CWL 254,,WCC,LA,,,
665,"Jenkins, Robert J",Grimm's Fairy Tales in Context,251.0,2018-fa,2.0,6.0,12.0,5.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,ENGL 266,,WCC,LA,,,
666,"Jenkins, Robert J",Grimm's Fairy Tales in Context,251.0,2018-fa,2.0,6.0,12.0,5.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,GER 251,,WCC,LA,,,
667,"Ji, Ran",Preparation for Calculus,115.0,2019-fa,3.0,26.0,86.0,80.0,58.0,65.0,48.0,59.0,41.0,22.0,33.0,17.0,31.0,3.0,MATH 115,,,,,QR1,
668,"Johnson, Blake E",Senior Design Project,470.0,2018-fa,3.0,38.0,38.0,10.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ME 470,ACP,,,,,
669,"Johnson, Blake E",Senior Design Project,470.0,2019-fa,7.0,55.0,16.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,ME 470,ACP,,,,,
670,"Johnson, Christopher",Intro to US Armed Forces,120.0,2018-fa,0.0,4.0,1.0,5.0,6.0,6.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,AFAS 120,,,HP,,,
671,"Johnson, Christopher",Intro to US Armed Forces,120.0,2018-fa,0.0,4.0,1.0,5.0,6.0,6.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,MILS 120,,,HP,,,
672,"Johnson, Christopher",Intro to US Armed Forces,120.0,2018-fa,0.0,4.0,1.0,5.0,6.0,6.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,NS 120,,,HP,,,
673,"Johnson, Rebecca L",Preparation for Calculus,115.0,2018-fa,1.0,1.0,3.0,2.0,0.0,3.0,2.0,2.0,4.0,1.0,0.0,0.0,3.0,0.0,MATH 115,,,,,QR1,
674,"McNeilly, Jennifer R",Preparation for Calculus,115.0,2018-fa,4.0,14.0,42.0,39.0,44.0,33.0,35.0,32.0,22.0,16.0,17.0,12.0,18.0,2.0,MATH 115,,,,,QR1,
675,"Skabelund, Dane C",Preparation for Calculus,115.0,2018-fa,1.0,8.0,12.0,18.0,18.0,13.0,18.0,24.0,10.0,10.0,10.0,3.0,15.0,1.0,MATH 115,,,,,QR1,
676,"Jones, Alicia R",Contemporary Health,100.0,2018-fa,57.0,34.0,26.0,22.0,17.0,8.0,4.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,CHLH 100,,,,,,SS
677,"Trask, Jeffrey T",Contemporary Health,100.0,2018-fa,106.0,198.0,124.0,78.0,74.0,31.0,23.0,14.0,5.0,11.0,10.0,3.0,17.0,2.0,CHLH 100,,,,,,SS
678,"Jones, Alicia R",Contemporary Health,100.0,2019-fa,91.0,33.0,11.0,11.0,5.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,CHLH 100,,,,,,SS
679,"Trask, Jeffrey T",Contemporary Health,100.0,2019-fa,40.0,117.0,57.0,36.0,32.0,12.0,2.0,5.0,2.0,2.0,1.0,3.0,5.0,0.0,CHLH 100,,,,,,SS
680,"Juraska, Janice M",Behavioral Neuroscience,210.0,2018-fa,8.0,14.0,14.0,14.0,24.0,19.0,15.0,15.0,14.0,8.0,9.0,4.0,6.0,2.0,PSYC 210,,,,LS,,
681,"Juraska, Janice M",Behavioral Neuroscience,210.0,2019-fa,17.0,15.0,12.0,11.0,39.0,8.0,7.0,22.0,4.0,8.0,8.0,1.0,9.0,0.0,PSYC 210,,,,LS,,
682,"Kang, Hyojung",Health Data Analysis,421.0,2019-fa,10.0,21.0,15.0,14.0,12.0,6.0,5.0,9.0,3.0,1.0,2.0,0.0,1.0,0.0,CHLH 421,,,,,QR2,
683,"Kang, Yoonjung",Intro Asian American Studies,100.0,2018-fa,1.0,6.0,7.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,AAS 100,,US,,,,SS
684,"Lee, Sang S",Intro Asian American Studies,100.0,2018-fa,0.0,17.0,19.0,6.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,AAS 100,,US,,,,SS
685,"Thomas, Merin A",Intro Asian American Studies,100.0,2018-fa,5.0,13.0,16.0,15.0,5.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,AAS 100,,US,,,,SS
686,"Kanter, Robert E",Environmental Writing,360.0,2018-fa,0.0,6.0,6.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ENGL 360,ACP,,,,,
687,"Kanter, Robert E",Environmental Writing,360.0,2018-fa,0.0,6.0,6.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ESE 360,ACP,,,,,
688,"Kanter, Robert E",Environmental Writing,360.0,2019-fa,1.0,4.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ENGL 360,ACP,,,,,
689,"Kanter, Robert E",Environmental Writing,360.0,2019-fa,1.0,4.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ESE 360,ACP,,,,,
690,"Kaufman, Brett S","Classical Archaeology, Greece",131.0,2018-fa,1.0,11.0,4.0,1.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLCV 131,,WCC,HP,,,
691,"Kaufman, Brett S","Classical Archaeology, Greece",131.0,2019-fa,1.0,12.0,1.0,2.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,CLCV 131,,WCC,HP,,,
692,"Kaufman, Brett S",Development of Ancient Cities,231.0,2019-fa,11.0,24.0,9.0,3.0,9.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,ARTH 217,,WCC,HP,,,
693,"Kaufman, Brett S",Development of Ancient Cities,231.0,2019-fa,11.0,24.0,9.0,3.0,9.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,CLCV 231,,WCC,HP,,,
694,"Keating, Kari H",Intro to Leadership Studies,260.0,2019-fa,22.0,68.0,22.0,17.0,16.0,7.0,5.0,5.0,6.0,3.0,0.0,2.0,2.0,0.0,AGED 260,,,,,,SS
695,"Keating, Kari H",Leadership Communications,230.0,2018-fa,1.0,34.0,23.0,10.0,5.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,AGED 230,ACP,,,,,SS
696,"Kemball, Athol J",Introduction to Astrophysics,210.0,2018-fa,1.0,27.0,3.0,2.0,21.0,2.0,1.0,4.0,0.0,0.0,1.0,0.0,4.0,0.0,ASTR 210,,,,PS,,
697,"Kemball, Athol J",Introduction to Astrophysics,210.0,2019-fa,9.0,17.0,1.0,4.0,12.0,0.0,2.0,9.0,0.0,0.0,3.0,2.0,2.0,0.0,ASTR 210,,,,PS,,
698,"Kendall, Lori S",Social Aspects Info Tech,202.0,2018-fa,5.0,4.0,8.0,4.0,13.0,17.0,17.0,11.0,10.0,2.0,5.0,2.0,7.0,1.0,INFO 202,,,,,,SS
699,"Kendall, Lori S",Social Aspects Info Tech,202.0,2018-fa,5.0,4.0,8.0,4.0,13.0,17.0,17.0,11.0,10.0,2.0,5.0,2.0,7.0,1.0,IS 202,,,,,,SS
700,"Kendall, Lori S",Social Aspects Info Tech,202.0,2018-fa,5.0,4.0,8.0,4.0,13.0,17.0,17.0,11.0,10.0,2.0,5.0,2.0,7.0,1.0,MACS 202,,,,,,SS
701,"Kendall, Lori S",Social Aspects Info Tech,202.0,2019-fa,3.0,2.0,12.0,10.0,22.0,10.0,8.0,19.0,10.0,3.0,3.0,1.0,7.0,0.0,INFO 202,,,,,,SS
702,"Kendall, Lori S",Social Aspects Info Tech,202.0,2019-fa,3.0,2.0,12.0,10.0,22.0,10.0,8.0,19.0,10.0,3.0,3.0,1.0,7.0,0.0,IS 202,,,,,,SS
